,Filepath,Predictions
74,../input/fooddataset/Food/IMG_5801.jpg,filet_mignon
75,../input/fooddataset/Food/Sydney_20100529_001.jpg,apple_pie
76,../input/fooddataset/Food/IMG_9794.jpg,gnocchi
77,../input/fooddataset/Food/IMG_2985.jpg,sushi
78,../input/fooddataset/Food/IMG_2737.jpg,ice_cream
79,../input/fooddataset/Food/IMG_3393.jpg,beef_carpaccio
80,../input/fooddataset/Food/IMG_9633.jpg,sushi
81,../input/fooddataset/Food/IMG_6763.jpg,oysters
82,../input/fooddataset/Food/IMG_0909.jpg,sushi
83,../input/fooddataset/Food/IMG_1248.jpg,sushi
84,../input/fooddataset/Food/IMG_8505.jpg,cannoli
85,../input/fooddataset/Food/IMG_7339.jpg,beef_tartare
86,../input/fooddataset/Food/IMG_5012.jpg,cheese_plate
87,../input/fooddataset/Food/IMG_3445.jpg,clam_chowder
88,../input/fooddataset/Food/IMG_1438.jpg,creme_brulee
89,../input/fooddataset/Food/IMG_5420.jpg,falafel
90,../input/fooddataset/Food/IMG_6919.jpg,cheese_plate
91,../input/fooddataset/Food/Sydney_20100529_002.jpg,ice_cream
92,../input/fooddataset/Food/IMG_6137.jpg,ice_cream
93,../input/fooddataset/Food/Cairns_20100525_014.jpg,sushi
94,../input/fooddataset/Food/IMG_7188.jpg,cannoli
95,../input/fooddataset/Food/IMG_0314.jpg,ceviche
96,../input/fooddataset/Food/20170825_172600.jpg,peking_duck
97,../input/fooddataset/Food/IMG_1454.jpg,sushi
98,../input/fooddataset/Food/IMG_9707.jpg,foie_gras
99,../input/fooddataset/Food/IMG_1229.jpg,gnocchi
100,../input/fooddataset/Food/IMG_2511.jpg,cheese_plate
101,../input/fooddataset/Food/IMG_6803.jpg,ramen
102,../input/fooddataset/Food/IMG_6549.jpg,paella
103,../input/fooddataset/Food/IMG_1869.jpg,macarons
104,../input/fooddataset/Food/IMG_5369.jpg,chocolate_cake
105,../input/fooddataset/Food/Hawaii_2008_320.jpg,paella
106,../input/fooddataset/Food/IMG_0948.jpg,falafel
107,../input/fooddataset/Food/IMG_1122.jpg,steak
108,../input/fooddataset/Food/IMG_7731.jpg,deviled_eggs
109,../input/fooddataset/Food/8c50b401-1713-40be-8958-0f63e54d943d.jpg,paella
110,../input/fooddataset/Food/IMG_1246.jpg,clam_chowder
111,../input/fooddataset/Food/IMG_6641.jpg,sushi
112,../input/fooddataset/Food/IMG_1439.jpg,ice_cream
113,../input/fooddataset/Food/IMG_7654.jpg,pork_chop
114,../input/fooddataset/Food/IMG_6145.jpg,sushi
115,../input/fooddataset/Food/IMG_1447(1).jpg,panna_cotta
116,../input/fooddataset/Food/IMG_8502.jpg,ice_cream
117,../input/fooddataset/Food/IMG_4972.jpg,hummus
118,../input/fooddataset/Food/IMG_1447.jpg,ravioli
119,../input/fooddataset/Food/IMG_2277.jpg,bibimbap
120,../input/fooddataset/Food/China_2008_316.jpg,tuna_tartare
121,../input/fooddataset/Food/IMG_1442.jpg,oysters
122,../input/fooddataset/Food/IMG_8506.jpg,oysters
123,../input/fooddataset/Food/IMG_9709.jpg,filet_mignon
124,../input/fooddataset/Food/IMG_6550.jpg,cup_cakes
125,../input/fooddataset/Food/IMG_2257.jpg,cannoli
126,../input/fooddataset/Food/IMG_9186.jpg,ramen
127,../input/fooddataset/Food/IMG_1453.jpg,oysters
128,../input/fooddataset/Food/20171203_164837.jpg,sushi
129,../input/fooddataset/Food/Hawaii_2008_322.jpg,panna_cotta
130,../input/fooddataset/Food/IMG_3063.jpg,bibimbap
131,../input/fooddataset/Food/EFFECTS(9).jpg,ceviche
132,../input/fooddataset/Food/20170926_122548.jpg,french_onion_soup
133,../input/fooddataset/Food/20170824_064956.jpg,sushi
134,../input/fooddataset/Food/IMG_2308.jpg,bibimbap
135,../input/fooddataset/Food/IMG_6333.jpg,hot_and_sour_soup
136,../input/fooddataset/Food/IMG_2744.jpg,guacamole
137,../input/fooddataset/Food/IMG_4117.jpg,baklava
138,../input/fooddataset/Food/IMG_9683.jpg,beef_tartare
139,../input/fooddataset/Food/20171205_201038.jpg,spaghetti_carbonara
140,../input/fooddataset/Food/IMG_7293.jpg,sushi
141,../input/fooddataset/Food/IMG_2158.jpg,churros
142,../input/fooddataset/Food/20171129_062428.jpg,deviled_eggs
143,../input/fooddataset/Food/IMG_5660.jpg,sushi
144,../input/fooddataset/Food/Hawaii_2008_325.jpg,fish_and_chips
145,../input/fooddataset/Food/IMG_7648.jpg,oysters
146,../input/fooddataset/Food/IMG_7067.jpg,caprese_salad
147,../input/fooddataset/Food/IMG_9592.jpg,falafel
148,../input/fooddataset/Food/IMG_1263.jpg,chicken_curry
149,../input/fooddataset/Food/IMG_4902.jpg,strawberry_shortcake
150,../input/fooddataset/Food/IMG_4433.jpg,lobster_bisque
151,../input/fooddataset/Food/IMG_5232.jpg,seaweed_salad
152,../input/fooddataset/Food/IMG_8872.jpg,sushi
153,../input/fooddataset/Food/IMG_7638.jpg,guacamole
154,../input/fooddataset/Food/Cairns_20100525_007.jpg,hummus
155,../input/fooddataset/Food/IMG_3711.jpg,peking_duck
156,../input/fooddataset/Food/IMG_7159.jpg,lobster_bisque
157,../input/fooddataset/Food/IMG_8819.jpg,sushi
158,../input/fooddataset/Food/20171224_191220.jpg,sushi
159,../input/fooddataset/Food/IMG_8709.jpg,caprese_salad
160,../input/fooddataset/Food/IMG_5135.jpg,panna_cotta
161,../input/fooddataset/Food/IMG_6917.jpg,omelette
162,../input/fooddataset/Food/IMG_1446(1).jpg,cannoli
163,../input/fooddataset/Food/IMG_7647.jpg,bibimbap
164,../input/fooddataset/Food/IMG_3710.jpg,mussels
165,../input/fooddataset/Food/Hawaii_2008_321.jpg,cheesecake
166,../input/fooddataset/Food/IMG_2728.jpg,tacos
167,../input/fooddataset/Food/IMG_2187.jpg,macarons
168,../input/fooddataset/Food/20171226_190605.jpg,sushi
169,../input/fooddataset/Food/IMG_5680.jpg,ice_cream
170,../input/fooddataset/Food/China_2008_315.jpg,risotto
171,../input/fooddataset/Food/IMG_5051.jpg,chicken_quesadilla
172,../input/fooddataset/Food/IMG_5393.jpg,takoyaki
173,../input/fooddataset/Food/China_2008_26.jpg,bibimbap
174,../input/fooddataset/Food/IMG_4432.jpg,hot_and_sour_soup
175,../input/fooddataset/Food/EFFECTS.jpg,tacos
176,../input/fooddataset/Food/IMG_2280.jpg,cannoli
177,../input/fooddataset/Food/IMG_6457.jpg,takoyaki
178,../input/fooddataset/Food/20171226_203458.jpg,cannoli
179,../input/fooddataset/Food/IMG_8507.jpg,tiramisu
180,../input/fooddataset/Food/Sydney_20100527_130.jpg,sushi
181,../input/fooddataset/Food/IMG_1867.jpg,beet_salad
182,../input/fooddataset/Food/Sydney_20100529_012.jpg,cup_cakes
183,../input/fooddataset/Food/IMG_1387.jpg,hummus
184,../input/fooddataset/Food/IMG_8894.jpg,oysters
185,../input/fooddataset/Food/IMG_6443.jpg,sushi
186,../input/fooddataset/Food/IMG_0350.jpg,oysters
187,../input/fooddataset/Food/IMG_2319.jpg,deviled_eggs
188,../input/fooddataset/Food/IMG_8169.jpg,sushi
189,../input/fooddataset/Food/IMG_3364.jpg,foie_gras
190,../input/fooddataset/Food/IMG_6065.jpg,ice_cream
191,../input/fooddataset/Food/Paris_20090628_048.jpg,chicken_wings
192,../input/fooddataset/Food/IMG_8534.jpg,apple_pie
193,../input/fooddataset/Food/China_2008_305.jpg,cannoli
194,../input/fooddataset/Food/IMG_9377.jpg,cheese_plate
195,../input/fooddataset/Food/IMG_2269.jpg,tiramisu
196,../input/fooddataset/Food/20171129_062423.jpg,sushi
197,../input/fooddataset/Food/IMG_9685.jpg,bread_pudding
198,../input/fooddataset/Food/IMG_7686.jpg,foie_gras
199,../input/fooddataset/Food/IMG_7295.jpg,sushi
200,../input/fooddataset/Food/20170307_115227.jpg,hot_dog
201,../input/fooddataset/Food/IMG_6891.jpg,macarons
202,../input/fooddataset/Food/IMG_7260.jpg,foie_gras
203,../input/fooddataset/Food/EFFECTS(4).jpg,ramen
204,../input/fooddataset/Food/IMG_20200220_142255.jpg,cannoli
205,../input/fooddataset/Food/IMG_7232.jpg,sushi
206,../input/fooddataset/Food/IMG_1444.jpg,miso_soup
207,../input/fooddataset/Food/IMG_9711.jpg,panna_cotta
208,../input/fooddataset/Food/20170824_064923.jpg,deviled_eggs
209,../input/fooddataset/Food/Hawaii_2008_312.jpg,ice_cream
210,../input/fooddataset/Food/20171226_190519.jpg,sushi
211,../input/fooddataset/Food/IMG_9825.jpg,ice_cream
212,../input/fooddataset/Food/IMG_2982.jpg,paella
213,../input/fooddataset/Food/IMG_8415.jpg,french_onion_soup
214,../input/fooddataset/Food/China_2008_30.jpg,spaghetti_carbonara
215,../input/fooddataset/Food/Denver_201006_387.jpg,apple_pie
216,../input/fooddataset/Food/IMG_4116.jpg,sushi
217,../input/fooddataset/Food/IMG_2528.jpg,gnocchi
218,../input/fooddataset/Food/Paris_20090629_240.jpg,lasagna
219,../input/fooddataset/Food/IMG_1449.jpg,sushi
220,../input/fooddataset/Food/20170827_134821.jpg,cheese_plate
221,../input/fooddataset/Food/IMG_2585.jpg,macarons
222,../input/fooddataset/Food/IMG_4871.jpg,chicken_wings
223,../input/fooddataset/Food/IMG_1272.jpg,sushi
224,../input/fooddataset/Food/China_2008_225.jpg,guacamole
225,../input/fooddataset/Food/EFFECTS(3).jpg,spaghetti_carbonara
226,../input/fooddataset/Food/China_2008_307.jpg,ice_cream
227,../input/fooddataset/Food/IMG_20171214_192012.jpg,cannoli
228,../input/fooddataset/Food/IMG_8545.jpg,ramen
229,../input/fooddataset/Food/IMG_6204.jpg,hummus
230,../input/fooddataset/Food/20170824_065439.jpg,ravioli
231,../input/fooddataset/Food/China_2008_308.jpg,bibimbap
232,../input/fooddataset/Food/IMG_1683.jpg,ice_cream
233,../input/fooddataset/Food/IMG_1191.jpg,hummus
234,../input/fooddataset/Food/IMG_2769.jpg,carrot_cake
235,../input/fooddataset/Food/IMG_2296.jpg,bibimbap
236,../input/fooddataset/Food/IMG_2295.jpg,ramen
237,../input/fooddataset/Food/IMG_1446.jpg,panna_cotta
238,../input/fooddataset/Food/IMG_1318.jpg,tacos
239,../input/fooddataset/Food/IMG_6063.jpg,macarons
240,../input/fooddataset/Food/IMG_8688.jpg,steak
241,../input/fooddataset/Food/IMG_5013.jpg,beet_salad
242,../input/fooddataset/Food/Sydney_20100529_007.jpg,tacos
243,../input/fooddataset/Food/IMG_6871.jpg,foie_gras
244,../input/fooddataset/Food/IMG_2785.jpg,ice_cream
245,../input/fooddataset/Food/IMG_5698.jpg,panna_cotta
246,../input/fooddataset/Food/IMG_7832.jpg,sushi
247,../input/fooddataset/Food/IMG_5802.jpg,pork_chop
248,../input/fooddataset/Food/IMG_2192.jpg,cheese_plate
249,../input/fooddataset/Food/20171217_204024.jpg,deviled_eggs
250,../input/fooddataset/Food/IMG_1413.jpg,panna_cotta
251,../input/fooddataset/Food/IMG_6347.jpg,cannoli
252,../input/fooddataset/Food/IMG_2972.jpg,deviled_eggs
253,../input/fooddataset/Food/Cairns_20100525_009.jpg,panna_cotta
254,../input/fooddataset/Food/IMG_9289.jpg,crab_cakes
255,../input/fooddataset/Food/IMG_4976.jpg,hot_and_sour_soup
256,../input/fooddataset/Food/IMG_20170721_145338.jpg,hot_and_sour_soup
257,../input/fooddataset/Food/Sydney_20100528_055.jpg,lobster_bisque
258,../input/fooddataset/Food/IMG_1002.jpg,hummus
259,../input/fooddataset/Food/IMG_8919.jpg,red_velvet_cake
260,../input/fooddataset/Food/IMG_9805.jpg,creme_brulee
261,../input/fooddataset/Food/IMG_9686.jpg,chocolate_cake
262,../input/fooddataset/Food/IMG_8508.jpg,gyoza
263,../input/fooddataset/Food/IMG_1451.jpg,grilled_salmon
264,../input/fooddataset/Food/IMG_5036.jpg,churros
265,../input/fooddataset/Food/20171226_203451.jpg,chocolate_cake
266,../input/fooddataset/Food/IMG_0352.jpg,oysters
267,../input/fooddataset/Food/IMG_9569.jpg,churros
268,../input/fooddataset/Food/IMG_5973.jpg,sushi
269,../input/fooddataset/Food/China_2008_46.jpg,ice_cream
270,../input/fooddataset/Food/IMG_5488.jpg,bibimbap
271,../input/fooddataset/Food/IMG_5004.jpg,bibimbap
272,../input/fooddataset/Food/IMG_2736.jpg,eggs_benedict
273,../input/fooddataset/Food/IMG_8871.jpg,sushi
274,../input/fooddataset/Food/IMG_1441(1).jpg,mussels
275,../input/fooddataset/Food/IMG_6761.jpg,oysters
276,../input/fooddataset/Food/IMG_2128.jpg,hummus
277,../input/fooddataset/Food/IMG_3277.jpg,foie_gras
278,../input/fooddataset/Food/China_2008_47.jpg,ice_cream
279,../input/fooddataset/Food/IMG_7171.jpg,cannoli
280,../input/fooddataset/Food/China_2008_23.jpg,pho
281,../input/fooddataset/Food/IMG_9710.jpg,foie_gras
282,../input/fooddataset/Food/IMG_1266.jpg,sashimi
283,../input/fooddataset/Food/IMG_7951.jpg,oysters
284,../input/fooddataset/Food/IMG_2191.jpg,filet_mignon
285,../input/fooddataset/Food/IMG_6859.jpg,mussels
286,../input/fooddataset/Food/Hawaii_2008_313.jpg,eggs_benedict
287,../input/fooddataset/Food/IMG_2610.jpg,gnocchi
288,../input/fooddataset/Food/IMG_1441.jpg,sushi
289,../input/fooddataset/Food/IMG_9593.jpg,cannoli
290,../input/fooddataset/Food/IMG_5677.jpg,tacos
291,../input/fooddataset/Food/20170531_181713.jpg,breakfast_burrito
292,../input/fooddataset/Food/IMG_7049.jpg,cannoli
293,../input/fooddataset/Food/IMG_7887.jpg,falafel
294,../input/fooddataset/Food/IMG_8820.jpg,hot_dog
295,../input/fooddataset/Food/IMG_4903.jpg,french_onion_soup
296,../input/fooddataset/Food/IMG_7970.jpg,clam_chowder
297,../input/fooddataset/Food/IMG_7798.jpg,chicken_quesadilla
298,../input/fooddataset/Food/IMG_6456.jpg,donuts
299,../input/fooddataset/Food/IMG_2224.jpg,beet_salad
300,../input/fooddataset/Food/IMG_6048.jpg,oysters
301,../input/fooddataset/Food/20171129_194748.jpg,shrimp_and_grits
302,../input/fooddataset/Food/IMG_20200220_142249.jpg,beignets
303,../input/fooddataset/Food/Paris_20090629_239.jpg,macaroni_and_cheese
304,../input/fooddataset/Food/IMG_5138.jpg,crab_cakes
305,../input/fooddataset/Food/IMG_6258.jpg,sushi
306,../input/fooddataset/Food/IMG_5974.jpg,bibimbap
307,../input/fooddataset/Food/Sydney_20100529_016.jpg,fish_and_chips
308,../input/fooddataset/Food/IMG_9306.jpg,beet_salad
309,../input/fooddataset/Food/IMG_1672.jpg,steak
310,../input/fooddataset/Food/Hawaii_2008_324.jpg,spring_rolls
311,../input/fooddataset/Food/IMG_2307.jpg,seaweed_salad
312,../input/fooddataset/Food/D466B344-4044-436C-A2EA-6C24F6C01E87.jpg,bibimbap
313,../input/fooddataset/Food/Munich_20090619_08.jpg,steak
314,../input/fooddataset/Food/IMG_2604.jpg,deviled_eggs
315,../input/fooddataset/Food/IMG_5400(1).jpg,fried_calamari
316,../input/fooddataset/Food/IMG_1416.jpg,foie_gras
317,../input/fooddataset/Food/IMG_4973.jpg,hummus
318,../input/fooddataset/Food/IMG_7259.jpg,crab_cakes
319,../input/fooddataset/Food/Paris_20090630_01.jpg,garlic_bread
320,../input/fooddataset/Food/20171125_115919.jpg,beef_tartare
321,../input/fooddataset/Food/IMG_6255.jpg,cannoli
322,../input/fooddataset/Food/IMG_1432.jpg,oysters
323,../input/fooddataset/Food/IMG_1415.jpg,pork_chop
324,../input/fooddataset/Food/IMG_9509.jpg,sashimi
325,../input/fooddataset/Food/IMG_4977.jpg,ceviche
326,../input/fooddataset/Food/20170521_090849.jpg,ice_cream
327,../input/fooddataset/Food/China_2008_42.jpg,macarons
328,../input/fooddataset/Food/IMG_6394.jpg,cannoli
329,../input/fooddataset/Food/IMG_7831.jpg,chicken_curry
330,../input/fooddataset/Food/IMG_1681.jpg,bibimbap
331,../input/fooddataset/Food/IMG_6872.jpg,oysters
332,../input/fooddataset/Food/IMG_6939.jpg,sushi
333,../input/fooddataset/Food/IMG_0351.jpg,cup_cakes
334,../input/fooddataset/Food/IMG_1284.jpg,edamame
335,../input/fooddataset/Food/IMG_8168.jpg,bibimbap
336,../input/fooddataset/Food/IMG_2182.jpg,ramen
337,../input/fooddataset/Food/IMG_7294.jpg,cannoli
338,../input/fooddataset/Food/IMG_6445.jpg,baklava
339,../input/fooddataset/Food/IMG_2324.jpg,creme_brulee
340,../input/fooddataset/Food/IMG_2320.jpg,deviled_eggs
341,../input/fooddataset/Food/IMG_2541.jpg,ramen
342,../input/fooddataset/Food/IMG_2119.jpg,mussels
343,../input/fooddataset/Food/IMG_6084.jpg,sushi
344,../input/fooddataset/Food/IMG_3279.jpg,oysters
345,../input/fooddataset/Food/IMG_5118.jpg,sushi
346,../input/fooddataset/Food/IMG_8806.jpg,steak
347,../input/fooddataset/Food/IMG_6017.jpg,tacos
348,../input/fooddataset/Food/IMG_3446.jpg,grilled_salmon
349,../input/fooddataset/Food/Denver_201006_437(1).jpg,paella
350,../input/fooddataset/Food/IMG_6551.jpg,cup_cakes
351,../input/fooddataset/Food/China_2008_319.jpg,hot_and_sour_soup
352,../input/fooddataset/Food/IMG_3276.jpg,filet_mignon
353,../input/fooddataset/Food/IMG_2263.jpg,dumplings
354,../input/fooddataset/Food/IMG_2303.jpg,creme_brulee
355,../input/fooddataset/Food/IMG_7913.jpg,cannoli
356,../input/fooddataset/Food/IMG_8514.jpg,sushi
357,../input/fooddataset/Food/IMG_7949.jpg,ice_cream
358,../input/fooddataset/Food/IMG_9795.jpg,pork_chop
359,../input/fooddataset/Food/EFFECTS(6).jpg,beet_salad
360,../input/fooddataset/Food/IMG_6870.jpg,waffles
361,../input/fooddataset/Food/IMG_1514.jpg,omelette
362,../input/fooddataset/Food/EFB318A8-3639-4F67-8092-3B8FB03BABC5.jpg,fish_and_chips
363,../input/fooddataset/Food/Hawaii_2008_311.jpg,ice_cream
364,../input/fooddataset/Food/IMG_2582.jpg,seaweed_salad
365,../input/fooddataset/Food/20171129_064129.jpg,ramen
366,../input/fooddataset/Food/IMG_1440.jpg,sushi
367,../input/fooddataset/Food/IMG_6897.jpg,hot_and_sour_soup
368,../input/fooddataset/Food/IMG_5656.jpg,hot_dog
369,../input/fooddataset/Food/IMG_4108.jpg,sushi
370,../input/fooddataset/Food/IMG_3567.jpg,bread_pudding
371,../input/fooddataset/Food/IMG_5370.jpg,cannoli
372,../input/fooddataset/Food/IMG_3615.jpg,fried_calamari
373,../input/fooddataset/Food/China_2008_312.jpg,chicken_curry
374,../input/fooddataset/Food/Munich_20090614_06.jpg,risotto
375,../input/fooddataset/Food/IMG_2164.jpg,filet_mignon
376,../input/fooddataset/Food/20170607_123821.jpg,sushi
377,../input/fooddataset/Food/China_2008_317.jpg,churros
378,../input/fooddataset/Food/20171028_071427.jpg,sushi
379,../input/fooddataset/Food/IMG_2455.jpg,ceviche
380,../input/fooddataset/Food/China_2008_48.jpg,sushi
381,../input/fooddataset/Food/20171224_191213.jpg,sushi
382,../input/fooddataset/Food/IMG_3605.jpg,ice_cream
383,../input/fooddataset/Food/20170820_192421.jpg,cannoli
384,../input/fooddataset/Food/IMG_5433.jpg,oysters
385,../input/fooddataset/Food/IMG_2253.jpg,spaghetti_carbonara
386,../input/fooddataset/Food/Sydney_20100529_075.jpg,scallops
387,../input/fooddataset/Food/20171226_190607.jpg,sushi
388,../input/fooddataset/Food/IMG_5136.jpg,filet_mignon
389,../input/fooddataset/Food/IMG_6455.jpg,cannoli
390,../input/fooddataset/Food/20171204_184221.jpg,ice_cream
391,../input/fooddataset/Food/IMG_7872.jpg,sushi
392,../input/fooddataset/Food/IMG_6545.jpg,miso_soup
393,../input/fooddataset/Food/China_2008_313.jpg,hummus
394,../input/fooddataset/Food/Cairns_20100525_157.jpg,sushi
395,../input/fooddataset/Food/Munich_20090615_29.jpg,croque_madame
396,../input/fooddataset/Food/IMG_1255.jpg,cannoli
397,../input/fooddataset/Food/IMG_9634.jpg,cannoli
398,../input/fooddataset/Food/IMG_5003.jpg,mussels
399,../input/fooddataset/Food/IMG_5969.jpg,hummus
400,../input/fooddataset/Food/IMG_5987.jpg,ceviche
401,../input/fooddataset/Food/IMG_2583.jpg,paella
402,../input/fooddataset/Food/IMG_7640.jpg,cheese_plate
403,../input/fooddataset/Food/Denver_201006_390.jpg,cannoli
404,../input/fooddataset/Food/IMG_0147.jpg,mussels
405,../input/fooddataset/Food/20170528_073118.jpg,omelette
406,../input/fooddataset/Food/Hawaii_2008_323.jpg,fish_and_chips
407,../input/fooddataset/Food/China_2008_2.jpg,ceviche
408,../input/fooddataset/Food/IMG_2301.jpg,sushi
409,../input/fooddataset/Food/Sydney_20100529_015.jpg,sashimi
410,../input/fooddataset/Food/IMG_2284.jpg,grilled_cheese_sandwich
411,../input/fooddataset/Food/IMG_6396.jpg,creme_brulee
412,../input/fooddataset/Food/20170521_091306.jpg,oysters
413,../input/fooddataset/Food/IMG_9241.jpg,macaroni_and_cheese
414,../input/fooddataset/Food/IMG_1417.jpg,pho
415,../input/fooddataset/Food/IMG_6189.jpg,cup_cakes
416,../input/fooddataset/Food/IMG_2586.jpg,pork_chop
417,../input/fooddataset/Food/IMG_5486.jpg,macarons
418,../input/fooddataset/Food/China_2008_11.jpg,ramen
419,../input/fooddataset/Food/IMG_3444.jpg,caprese_salad
420,../input/fooddataset/Food/IMG_1004.jpg,sushi
421,../input/fooddataset/Food/IMG_2605.jpg,eggs_benedict
422,../input/fooddataset/Food/IMG_2584.jpg,paella
423,../input/fooddataset/Food/IMG_5401.jpg,filet_mignon
424,../input/fooddataset/Food/IMG_4114.jpg,lobster_bisque
425,../input/fooddataset/Food/China_2008_314.jpg,ceviche
426,../input/fooddataset/Food/IMG_2529.jpg,gnocchi
427,../input/fooddataset/Food/IMG_5121.jpg,miso_soup
428,../input/fooddataset/Food/IMG_3613.jpg,dumplings
429,../input/fooddataset/Food/IMG_20170609_150345.jpg,cheese_plate
430,../input/fooddataset/Food/IMG_5678.jpg,grilled_cheese_sandwich
431,../input/fooddataset/Food/IMG_6723.jpg,ice_cream
432,../input/fooddataset/Food/IMG_4113.jpg,cannoli
433,../input/fooddataset/Food/IMG_3547.jpg,samosa
434,../input/fooddataset/Food/20171206_085808.jpg,macarons
435,../input/fooddataset/Food/IMG_5983.jpg,tacos
436,../input/fooddataset/Food/20170610_150450.jpg,sushi
437,../input/fooddataset/Food/IMG_7888.jpg,ice_cream
438,../input/fooddataset/Food/IMG_2298.jpg,pork_chop
439,../input/fooddataset/Food/Sydney_20100528_270.jpg,filet_mignon
440,../input/fooddataset/Food/IMG_9761.jpg,ceviche
441,../input/fooddataset/Food/IMG_6543.jpg,sushi
442,../input/fooddataset/Food/20170604_172423.jpg,pizza
443,../input/fooddataset/Food/IMG_1537.jpg,ramen
444,../input/fooddataset/Food/20171226_190515.jpg,sushi
445,../input/fooddataset/Food/IMG_3589.jpg,foie_gras
446,../input/fooddataset/Food/IMG_8849.jpg,steak
447,../input/fooddataset/Food/IMG_6827.jpg,filet_mignon
448,../input/fooddataset/Food/IMG_6642.jpg,sushi
